5	57
46	12
119	32
203	20
244	42

13	54
60	35
126	28
189	17
219	49

104	9
105	53
110	107
126	188
34	232
83	247
142	252
179	233
210	215

36	36
73	15
137	20
163	49
119	52
72	50

20	45
56	17
118	24
146	46
106	56
59	56

25	46
70	38
110	24
148	38
183	21
222	35
265	38
225	63
194	85
149	102
106	88
62	67
89	47
148	51
193	46
196	63
152	69
95	62
